CFV COINFUND  —  SAM MASTER LIST  |  270-Day Battle Plan (Data Quality Resolved),,,,,,,,,,,,,
"2,144 firms   |   P1: 410   |   P2: 1,339   |   P3: 395   |   Phones: all resolved   |   Est. capital at 20% conversion: $5.97B",,,,,,,,,,,,,
Rank,Priority,Firm Name,City,State,Zip,Phone,AUM,AUM Tier,Est. Commit,Territory,Status,Notes,Address
1697,P2,MAVINEX LTD,SAN JOSE,CA,95113,(647) 945-5122,"$25,000,000",Under $50M,"$750,000",Associate 3,,,99 S ALMADEN BLVD #600
1698,P2,YEAR ZERO VENTURES GROUP LLC,SANTA CRUZ,CA,95060,(559) 285-0781,"$25,000,000",Under $50M,"$750,000",Associate 3,,,226 MIRA VISTA
1699,P2,CAPITALMATH LTD,LOS ANGELES,CA,90071,(289) 779-4092,"$25,000,000",Under $50M,"$750,000",Associate 3,,,"US BANK TOWER, 633 WEST FIFTH STREET"
1700,P2,VALUEEX LTD,FRESNO,CA,93720,(647) 365-2538,"$25,000,000",Under $50M,"$750,000",Associate 3,,,265 E RIVER PARK CIRCLE
1701,P2,ONEASSETS CAPITAL INC,DENVER,CO,80206,(720) 466-1699,"$25,000,000",Under $50M,"$750,000",Associate 3,,,"FILLMORE PLACE, 100 FILLMORE STREET 5TH FLOOR"
1702,P2,HAIMS CAPITAL LTD,DENVER,CO,80237,(720) 303-0006,"$25,000,000",Under $50M,"$750,000",Associate 3,,,4600 SOUTH SYRACUSE
1703,P2,FIREX21 CAPITAL LTD,DENVER,CO,80202,(289) 778-4092,"$25,000,000",Under $50M,"$750,000",Associate 3,,,1560 BROADWAY
1704,P2,BITMATRIX EXCHANGE LTD,DENVER,CO,80202,(416) 800-1625,"$25,000,000",Under $50M,"$750,000",Associate 3,,,1312 17TH STREET SUITE 1265
1705,P2,BTEX GROUP LIMITED,DENVER,CO,80202,(720) 303-2808,"$25,000,000",Under $50M,"$750,000",Associate 3,,,600 17TH ST SUITE 2800
1706,P2,SENTRYBRIDGE CAPITAL INC.,COLORADO SPRINGS,CO,80919,(720) 358-0968,"$25,000,000",Under $50M,"$750,000",Associate 3,,,"SUITE 103, 6760 CORPORATE DR"
1707,P2,FUNDIVEST LTD,DENVER,CO,80202,(647) 498-6906,"$25,000,000",Under $50M,"$750,000",Associate 3,,,"1312 17TH STREET, SUITE 880"
1708,P2,COLTRADE GLOBAL LTD,HIGHLANDS RANCH,CO,80129,(289) 302-9566,"$25,000,000",Under $50M,"$750,000",Associate 3,,,SHEA CENTER 1
1709,P2,KEYSTONE VENTURE TRUST INC.,COLORADO SPRINGS,CO,80919,(720) 336-2868,"$25,000,000",Under $50M,"$750,000",Associate 3,,,5825 DELMONICO DR
1710,P2,GEN LABS LIMITED,DENVER,CO,80203,(289) 505-1822,"$25,000,000",Under $50M,"$750,000",Associate 3,,,1500 N GRANT ST STE R
1711,P2,ZENTALIS INVESTMENT MANAGEMENT LLC,DENVER,CO,80202,(720) 248-8886,"$25,000,000",Under $50M,"$750,000",Associate 3,,,1312 17TH ST
1712,P2,MONEYBRIDGE MIND INC,DENVER,CO,80202,(289) 778-4092,"$25,000,000",Under $50M,"$750,000",Associate 3,,,999 18TH STREET
1713,P2,CONVERGENT WEALTH ADVISORS INC,DENVER,CO,80237,(289) 778-4092,"$25,000,000",Under $50M,"$750,000",Associate 3,,,4643 S ULSTER ST
1714,P2,"TRO SPECIALTY PRIVATE CREDIT FUND MANAGER, LLC",NORTHBROOK,IL,60062,(312) 330-4462,"$25,000,000",Under $50M,"$750,000",Associate 3,,,666 DUNDEE ROAD SUITE 1804
1715,P2,EF HUTTON FUND MANAGEMENT LLC,DUXBURY,MA,2332,(617) 784-5462,"$25,000,000",Under $50M,"$750,000",Associate 3,,,69 ST. GEORGE STREET
1716,P2,FORNEXT INC.,NEW YORK,NY,10005,(647) 361-9010,"$25,000,000",Under $50M,"$750,000",Associate 3,,,14 WALL STREET
1717,P2,MOREMI CAPITAL MANAGEMENT LLC,NEW YORK,NY,10110,(212) 970-5830,"$25,000,000",Under $50M,"$750,000",Associate 3,,,"500, 5TH AVENUE 44TH FLOOR"
1718,P2,LARKHAVEN CAPITAL LTD,NEW YORK,NY,10018,(347) 227-2008,"$25,000,000",Under $50M,"$750,000",Associate 3,,,620 8TH AVE
1719,P2,GAPSTONE CAPITAL PARTNERS,NEW YORK,NY,10036,(646) 233-2123,"$25,000,000",Under $50M,"$750,000",Associate 3,,,1140 AVENUE OF THE AMERICAS
1720,P2,"LEGENDARY VENTURES, LLC.",NEW YORK,NY,10003,(646) 883-6155,"$25,000,000",Under $50M,"$750,000",Associate 3,,,401 9TH AVENUE
1721,P2,05 CAPITAL ADVISORS LLC,NEW YORK,NY,10007,(917) 374-9187,"$25,000,000",Under $50M,"$750,000",Associate 3,,,55 READE ST
1722,P2,RENOWN CAPITAL PARTNERS,NEW YORK,NY,10119,(212) 864-1200,"$25,000,000",Under $50M,"$750,000",Associate 3,,,1 PENNSYLVANIA PLAZA
1723,P2,PRUDENTIAL CAPITAL GROUP INC.,NEW YORK,NY,10005,(416) 800-1625,"$25,000,000",Under $50M,"$750,000",Associate 3,,,100 WALL ST
1724,P2,"TUSCAN CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,94104,(415) 273-6806,"$24,450,000",Under $50M,"$733,500",Associate 3,,,1 SANSOME STREET
1725,P2,BASE4 CAPITAL LP,MENLO PARK,CA,94025,(646) 664-1661,"$24,351,866",Under $50M,"$730,556",Associate 3,,,"1300 EL CAMINO REAL, SUITE 100"
1726,P2,DIVYDE CAPITAL PARTNERS L.P.,WESTPORT,CT,6880,(203) 635-8502,"$24,219,790",Under $50M,"$726,594",Associate 3,,,500 POST ROAD EAST
1727,P2,BOSTON MILLENNIA PARTNERS,BOSTON,MA,2109,(617) 428-5150,"$24,066,769",Under $50M,"$722,003",Associate 3,,,50 MILK STREET
1728,P2,"HI2 INVESTMENT MANAGEMENT, LLC",WHITE PLAINS,NY,10606,(332) 254-6491,"$24,049,004",Under $50M,"$721,470",Associate 3,,,50 MAIN ST
1729,P2,"COMO ASSET MANAGEMENT II, LLC",CHICAGO,IL,60604,(312) 600-6387,"$23,667,000",Under $50M,"$710,010",Associate 3,,,141 WEST JACKSON BOULEVARD
1730,P2,"BROOKSTONE PARTNERS IAC, INC.",NEW YORK,NY,10001,(212) 302-0699,"$23,566,782",Under $50M,"$707,003",Associate 3,,,776A 6TH AVENUE
1731,P2,AGATE CAPITAL PARTNERS,SAN FRANCISCO,CA,94105,(650) 670-0598,"$23,290,806",Under $50M,"$698,724",Associate 3,,,333 BEALE STREET
1732,P2,"MCINTYRE CAPITAL MANAGEMENT, LP",NEW YORK,NY,10013,(929) 399-5485,"$23,256,503",Under $50M,"$697,695",Associate 3,,,443 BROADWAY
1733,P2,DENMU LLC,SAN FRANCISCO,CA,94105,(412) 877-4027,"$23,200,000",Under $50M,"$696,000",Associate 3,,,535 MISSION ST FL14
1734,P2,"MERITAGE HOLDINGS II, LLC",GLENDALE,CO,80246,(415) 509-2987,"$23,013,010",Under $50M,"$690,390",Associate 3,,,501 S CHERRY STREET
1735,P2,"UTA INVESTCORP INVESTMENT MANAGEMENT, LLC",NEW YORK,NY,10017,(212) 599-4700,"$22,800,000",Under $50M,"$684,000",Associate 3,,,280 PARK AVENUE
1736,P2,"FIREWORK FUSE MANAGEMENT HOLDINGS, LLC",SACRAMENTO,CA,95816,(617) 653-8121,"$22,611,915",Under $50M,"$678,357",Associate 3,,,2108 N ST
1737,P2,NORLANTIC,NEW YORK,NY,10020,(212) 970-9820,"$22,135,000",Under $50M,"$664,050",Associate 3,,,600 FIFTH AVE
1738,P2,UTA VENTURES CAPITAL PARTNERS INVESTMENT MANAGER LLC,BEVERLY HILLS,CA,90210,(310) 273-6700,"$22,129,411",Under $50M,"$663,882",Associate 3,,,9336 CIVIC CENTER DRIVE
1739,P2,JEWEL INVESTMENTS,NEW YORK,NY,10022,(212) 520-8452,"$21,882,935",Under $50M,"$656,488",Associate 3,,,880 THIRD AVENUE
1740,P2,"BRAEMAR CAPITAL MANAGEMENT II, LLC",NEW YORK,NY,10017-3710,(212) 697-0900,"$21,776,443",Under $50M,"$653,293",Associate 3,,,350 MADISON AVENUE
1741,P2,"CLIMACTIC MANAGEMENT, LLC",MILL VALLEY,CA,94941,(510) 439-7849,"$21,631,898",Under $50M,"$648,957",Associate 3,,,35 MILLER AVE
1742,P2,LUMIA CAPITAL,SAN FRANCISCO,CA,94111-2630,(415) 448-6740,"$21,504,259",Under $50M,"$645,128",Associate 3,,,"C/O KRANZ CONSULTING, 655 MONTGOMERY ST"
1743,P2,"K8 MANAGEMENT, LLC",BROOKLYN,NY,11249,(718) 360-3998,"$21,150,000",Under $50M,"$634,500",Associate 3,,,"300 KENT AVENUE, SUITE 606"
1744,P2,GREE LP FUND US,SAN FRANCISCO,CA,94105,(312) 874-1123,"$20,764,808",Under $50M,"$622,944",Associate 3,,,"71 STEVENSON ST, SUITE 400"
1745,P2,"MAP FUNDS MANAGEMENT, LLC",MARBLEHEAD,MA,1945,(781) 639-2750,"$20,676,050",Under $50M,"$620,282",Associate 3,,,18 SEWALL STREET
1746,P2,"ALLERFUND VENTURES, LLC",NEW YORK,NY,10583,(917) 719-3627,"$20,591,420",Under $50M,"$617,743",Associate 3,,,55 MORRIS LANE
1747,P2,SDCL EE CO US LLC,NEW YORK,NY,10165,(212) 488-5509,"$20,302,088",Under $50M,"$609,063",Associate 3,,,"60 EAST 42ND STREET, SUITE 1100"
1748,P2,"NIREMIA COLLECTIVE MANAGEMENT, LLC",PALO ALTO,CA,94303,(650) 255-6458,"$20,296,874",Under $50M,"$608,906",Associate 3,,,2651 ROSS RD
1749,P2,CARROLL STREET CAPITAL,NEW YORK,NY,10003,(212) 301-7660,"$20,000,000",Under $50M,"$600,000",Associate 3,,,860 BROADWAY
1750,P3,"FONTINALIS PARTNERS, LLC",DETROIT,MI,48226,(313) 202-3370,"$249,389,928",$200-250M,"$9,975,597",SAM Dir / Commander,,,ONE WOODWARD AVENUE
1751,P3,"SPELL CAPITAL PARTNERS, LLC",MINNEAPOLIS,MN,55439,(612) 371-9650,"$238,724,754",$200-250M,"$9,548,990",SAM Dir / Commander,,,7201 METRO BLVD
1752,P3,IMB PARTNERS LLC,BETHESDA,MD,20814-6133,(240) 507-1660,"$236,588,943",$200-250M,"$9,463,558",SAM Dir / Commander,,,7500 OLD GEORGETOWN RD
1753,P3,"CONVERSION CAPITAL, LLC",FULTON,MD,20759,(917) 627-9539,"$227,667,669",$200-250M,"$9,106,707",SAM Dir / Commander,,,11431 IAGER BLVD
1754,P3,"RAZOR'S EDGE VENTURES II, LLC",RESTON,VA,20190,(407) 463-7312,"$226,150,431",$200-250M,"$9,046,017",SAM Dir / Commander,,,1875 EXPLORER STREET
1755,P3,"REMIGES VENTURES, INC.",SEATTLE,WA,98101,(206) 237-1144,"$225,550,500",$200-250M,"$9,022,020",SAM Dir / Commander,,,"1201 3RD AVENUE, SUITE 2200"
1756,P3,MVP MANAGEMENT COMPANY,RADNOR,PA,19087,(610) 254-2999,"$212,793,631",$200-250M,"$8,511,745",Associate 3,,,259 RADNOR-CHESTER ROAD
1757,P3,CLAYMORE CAPITAL PARTNERS,CINCINNATI,OH,45202,(513) 762-7615,"$211,859,401",$200-250M,"$8,474,376",Associate 3,,,312 WALNUT STREET
1758,P3,MISSIONOG,PHILADELPHIA,PA,19103,(267) 239-5869,"$207,894,320",$200-250M,"$8,315,773",Associate 3,,,2400 MARKET STREET
1759,P3,VENTURE INVESTORS LLC,MADISON,WI,53719-1227,(608) 441-2700,"$205,036,843",$200-250M,"$8,201,474",Associate 3,,,510 CHARMANY DRIVE
1760,P3,"2048 VENTURES, LLC",PRINCETON,NJ,8540,(201) 788-9030,"$203,151,749",$200-250M,"$8,126,070",Associate 3,,,"ADURO ADVISORS, LLC"
1761,P3,"COMMUNICATION CAPITAL PARTNERS, LLC",CHEVY CHASE,MD,20815,(240) 483-4287,"$202,780,826",$200-250M,"$8,111,233",Associate 3,,,2 WISCONSIN CIRCLE
1762,P3,BIOSTAR CAPITAL,CHARLEVOIX,MI,49720,(231) 437-7622,"$201,907,819",$200-250M,"$8,076,313",Associate 3,,,206 BRIDGE STREET
1763,P3,SINGH CAPITAL PARTNERS,BETHESDA,MD,20817,(240) 418-2649,"$199,270,000",$150-200M,"$7,970,800",Associate 3,,,9113 BURNING TREE ROAD
1764,P3,"SLOY DAHL & HOLST HOLDINGS, INC",VANCOUVER,WA,98660,(503) 248-9800,"$195,368,722",$150-200M,"$7,814,749",Associate 3,,,1220 MAIN STREET
1765,P3,"BLU VENTURE MANAGEMENT, LLC",VIENNA,VA,22182,(703) 775-2114,"$192,018,110",$150-200M,"$7,680,724",Associate 3,,,1577 SPRING HILL ROAD SUITE 405
1766,P3,CHARTED VENTURES LLC,ARLINGTON,VA,22209,(803) 348-7046,"$192,000,000",$150-200M,"$7,680,000",Associate 3,,,1201 WILSON BLVD
1767,P3,"ADAMS CAPITAL MANAGEMENT, INC.",SEWICKLEY,PA,15143,(412) 749-9454,"$191,940,891",$150-200M,"$7,677,636",Associate 3,,,500 BLACKBURN AVENUE
1768,P3,"HEALTHX MANAGEMENT, LLC",MADISON,WI,53703,(608) 618-3863,"$190,447,347",$150-200M,"$7,617,894",Associate 3,,,551 W MAIN ST
1769,P3,AAFMC LLC,MCLEAN,VA,22101,(703) 303-6136,"$187,657,168",$150-200M,"$7,506,287",Associate 3,,,7019 STATENDAM CT
1770,P3,MOSAIC CAPITAL PARTNERS LLC,CHARLOTTE,NC,28280,(704) 626-6433,"$185,733,800",$150-200M,"$7,429,352",Associate 3,,,"101 S. TRYON STREET, SUITE 2555"
1771,P3,"LAVROCK VENTURES, LLC",ARLINGTON,VA,22203,(410) 599-2918,"$184,106,873",$150-200M,"$7,364,275",Associate 3,,,4300 WILSON BLVD
1772,P3,"EASTSIDE MANAGEMENT COMPANY, LLC",HUNTSVILLE,AL,35801,(256) 327-8777,"$183,444,977",$150-200M,"$7,337,799",Associate 3,,,207 EASTSIDE SQUARE
1773,P3,"FENBUSHI ASSOCIATES, LLC",DULUTH,GA,30096,(678) 203-6791,"$181,733,000",$150-200M,"$7,269,320",Associate 3,,,3175 SATELLITE BLVD
1774,P3,"ALLOS VENTURE MANAGEMENT COMPANY, LTD.",CINCINNATI,OH,45208,(317) 275-6800,"$181,022,000",$150-200M,"$7,240,880",Associate 3,,,2724 ERIE AVE SUITE 200
1775,P3,PAPPAS VENTURES,DURHAM,NC,27713,(919) 998-3300,"$180,933,674",$150-200M,"$7,237,347",Associate 3,,,2520 MERIDIAN PARKWAY
1776,P3,"PIONEER SQUARE INVESTMENT ADVISOR, LLC",SEATTLE,WA,98104,(206) 202-2227,"$180,000,000",$150-200M,"$7,200,000",Associate 3,,,240 2ND AVE S
1777,P3,PINE ROAD ASSET MANAGEMENT LLC,PITTSBURGH,PA,15212,(412) 553-1043,"$179,180,000",$150-200M,"$7,167,200",Associate 3,,,"ONE NORTH SHORE CENTER, SUITE 100"
1778,P3,"KINETIC VENTURES, L.L.C.",CHEVY CHASE,MD,20815,(301) 652-8066,"$176,239,312",$150-200M,"$7,049,572",Associate 3,,,"TWO WISCONSIN CIRCLE, SUITE 700"
1779,P3,PIF CAPITAL MANAGEMENT LTD,LAS VEGAS,NV,89145,(323) 992-7676,"$174,413,365",$150-200M,"$6,976,535",Associate 3,,,10161 W PARK RUN DRIVE
1780,P3,TECH SQUARE VENTURES,ATLANTA,GA,30308,(404) 206-2653,"$174,379,407",$150-200M,"$6,975,176",Associate 3,,,"75 FIFTH STREET, NW"
1781,P3,"INTRINSIC ADVISORS, LLC",WEST CONSHOHOCKEN,PA,19428-2084,(267) 678-0252,"$172,332,027",$150-200M,"$6,893,281",Associate 3,,,"FOUR TOWER BRIDGE, 200 BARR HARBOR DRIVE"
1782,P3,VOYAGER CAPITAL LLC,SEATTLE,WA,98104,(206) 438-1800,"$172,106,803",$150-200M,"$6,884,272",Associate 3,,,719 2ND AVE
1783,P3,HATTERAS VENTURE PARTNERS,DURHAM,NC,27701,(919) 480-0730,"$171,058,148",$150-200M,"$6,842,326",Associate 3,,,280 S. MANGUM ST
1784,P3,"CAPYBARA MANAGEMENT, LLC",PORTLAND,OR,97205,(503) 727-2197,"$169,719,000",$150-200M,"$6,788,760",Associate 3,,,760 SW 9TH AVENUE
1785,P3,"POINT JUDITH MANAGEMENT COMPANY, LLC",PROVIDENCE,RI,2903,(401) 935-4346,"$165,383,120",$150-200M,"$6,615,325",Associate 3,,,225 DYER STREET
1786,P3,HATTERAS VENTURE PARTNERS,DURHAM,NC,27701,(919) 480-0730,"$157,642,947",$150-200M,"$6,305,718",Associate 3,,,280 S MANGUM ST.
1787,P3,SWAN & LEGEND,LEESBURG,VA,20175,(703) 646-9445,"$156,218,688",$150-200M,"$6,248,748",Associate 3,,,108 LOUDOUN ST. S.W.
1788,P3,STELLAR MANAGEMENT PARTNERS LLC,SHORT HILLS,NJ,7078,(818) 474-9570,"$153,182,164",$150-200M,"$6,127,287",Associate 3,,,1200 MORRIS TPKE
1789,P3,"BIOMATICS MANAGEMENT COMPANY, LLC",SEATTLE,WA,98102,(206) 719-6382,"$149,986,903",$100-150M,"$5,249,542",Associate 3,,,188 E BLAINE STREET
1790,P3,"TREO VENTURES, LLC",RENO,NV,89511,(775) 260-5300,"$149,035,520",$100-150M,"$5,216,243",Associate 3,,,5470 KIETZKE LANE
1791,P3,BYRON DEVON LYNCH IV ESTATE,LAS VEGAS,NV,89107-1196,(702) 718-7404,"$149,000,000",$100-150M,"$5,215,000",Associate 3,,,800 N RAINBOW BLVD
1792,P3,SPEYSIDE FUND ADVISERS LLC,SOUTHFIELD,MI,48076,(855) 233-5695,"$148,200,000",$100-150M,"$5,187,000",Associate 3,,,1 TOWNE SQUARE
1793,P3,"FARNAM STREET CAPITAL, INC.",MINNEAPOLIS,MN,55416,(612) 309-4443,"$148,000,000",$100-150M,"$5,180,000",Associate 3,,,3033 EXCELSIOR BLVD.
1794,P3,"BROADFIELD CAPITAL MANAGEMENT, LLC",MORRISTOWN,NJ,7960,(973) 695-1000,"$146,000,000",$100-150M,"$5,110,000",Associate 3,,,86 MAPLE AVENUE
1795,P3,"DOMAIN ASSOCIATES, LLC",PRINCETON,NJ,8540,(215) 317-0791,"$144,847,568",$100-150M,"$5,069,665",Associate 3,,,103 CARNEGIE CENTER
1796,P3,RDB HOLDINGS INC.,ARLINGTON,VA,22201,(703) 840-3050,"$144,699,369",$100-150M,"$5,064,478",Associate 3,,,2007 15TH STREET N
1797,P3,"OPEN OPPORTUNITY MANAGEMENT, LLC",ATLANTA,GA,30326,(404) 941-4004,"$143,550,000",$100-150M,"$5,024,250",Associate 3,,,3455 PEACHTREE ROAD NE
1798,P3,HATTERAS VENTURE PARTNERS,DURHAM,NC,27701,(919) 484-0730,"$143,265,328",$100-150M,"$5,014,286",Associate 3,,,280 S. MANGUM STREET
1799,P3,CAPITAL SOLUTIONS,BLUE BELL,PA,19422,(215) 540-0505,"$142,213,552",$100-150M,"$4,977,474",Associate 3,,,751 ARBOR WAY
1800,P3,"UBIQUITY MANAGEMENT, LLC",KANSAS CITY,MO,64112,(913) 904-5500,"$137,755,329",$100-150M,"$4,821,437",Associate 3,,,4622 PENNSYLVANIA AVE
1801,P3,BLACK OWL CAPITAL,CHARLOTTE,NC,28210,(415) 699-5601,"$134,991,029",$100-150M,"$4,724,686",Associate 3,,,5960 FAIRVIEW ROAD #331
1802,P3,OCTAVE VENTURES LLC,HENDERSON,NV,89052,(206) 697-1664,"$133,027,280",$100-150M,"$4,655,955",Associate 3,,,11500 S EASTERN AVE
1803,P3,"STONEPINE CAPITAL MANAGEMENT, LLC",BEND,OR,97703,(541) 647-5673,"$132,566,900",$100-150M,"$4,639,842",Associate 3,,,2900 NW CLEARWATER DRIVE
1804,P3,TCP MANAGEMENT LLC,ATLANTA,GA,30305,(404) 216-2742,"$131,738,469",$100-150M,"$4,610,846",Associate 3,,,3415 HABERSHAM ROAD NW
1805,P3,GAINGELS MANAGEMENT LLC,BURLINGTON,VT,5401,(718) 644-8414,"$131,423,521",$100-150M,"$4,599,823",Associate 3,,,"3 MAIN ST, SUITE 214"
1806,P3,"ESSENTIA FUND ADVISORS, LLC",RENO,NV,89509,(775) 351-9439,"$129,407,557",$100-150M,"$4,529,264",Associate 3,,,936 DELMAR WAY
1807,P3,"LIFEFORCE CAPITAL MANAGEMENT, LLC",CHEVY CHASE,MD,20815,(415) 519-4017,"$129,139,548",$100-150M,"$4,519,884",Associate 3,,,5425 WISCONSIN AVE
1808,P3,"GOOD GROWTH CAPITAL MANAGEMENT, LLC",MT. PLEASANT,SC,29464,(917) 697-9345,"$129,000,000",$100-150M,"$4,515,000",Associate 3,,,11 EWALL ST.
1809,P3,"SPLIT ROCK PARTNERS, LLC",EDEN PRAIRIE,MN,55346,(612) 465-8679,"$128,353,799",$100-150M,"$4,492,383",Associate 3,,,"16526 WEST 78TH STREET, SUITE 504"
1810,P3,"PSG CREDIT GP, LLC",COLUMBIA,MD,21046,(410) 842-6062,"$128,309,255",$100-150M,"$4,490,824",Associate 3,,,6711 COLUMBIA GATEWAY DRIVE
1811,P3,"AAVIN EQUITY ADVISORS, LLC",CEDAR RAPIDS,IA,52402,(319) 653-8514,"$127,713,821",$100-150M,"$4,469,984",Associate 3,,,1245 1ST AVE SE
1812,P3,HIGHWEST GLOBAL,BEND,OR,97703,(541) 323-0150,"$126,121,000",$100-150M,"$4,414,235",Associate 3,,,916 NW WALL STREET
1813,P3,"BLUESTEM CAPITAL COMPANY, LLC",SIOUX FALLS,SD,57104-6700,(605) 331-0091,"$125,999,674",$100-150M,"$4,409,989",Associate 3,,,101 S PHILLIPS AVENUE
1814,P3,BENSON CAPITAL PARTNERS,NEW ORLEANS,LA,70112,(504) 603-0126,"$125,500,000",$100-150M,"$4,392,500",Associate 3,,,"1450 POYDRAS STREET, SUITE 1430"
1815,P3,DIAMOND CAPITAL (US) LLC,HACKENSACK,NJ,7601,(561) 884-3550,"$123,945,920",$100-150M,"$4,338,107",Associate 3,,,2 UNIVERSITY PLAZA DR
1816,P3,EGIS CAPITAL PARTNERS LP,SUMMIT,NJ,7901,(973) 994-0606,"$123,700,526",$100-150M,"$4,329,518",Associate 3,,,35 BEECHWOOD RD
1817,P3,"MT. RAINIER GROUP, LLC",MIAMISBURG,OH,45342,(937) 434-3095,"$122,596,000",$100-150M,"$4,290,860",Associate 3,,,10510 SPRINGBORO PIKE
1818,P3,GRAND AVENUE ADVISORS LLC,ENGLEWOOD,NJ,7631,(201) 227-2249,"$122,527,557",$100-150M,"$4,288,464",Associate 3,,,285 GRAND AVENUE
1819,P3,"ANCHOR CAPITAL MANAGEMENT COMPANY, LLC",RALEIGH,NC,27612,(919) 755-0602,"$122,453,250",$100-150M,"$4,285,864",Associate 3,,,3105 GLENWOOD AVENUE
1820,P3,RERO LLC,SEATTLE,WA,98103,(415) 580-1209,"$120,900,000",$100-150M,"$4,231,500",Associate 3,,,"3417 EVANSTON AVE N, SUITE 329"
1821,P3,"FGC MANAGEMENT CO., LLC",KANSAS CITY,MO,64112,(816) 225-1982,"$120,761,767",$100-150M,"$4,226,662",Associate 3,,,411 NICHOLS ROAD
1822,P3,CINCYTECH,CINCINNATI,OH,45206,(513) 263-2720,"$120,586,157",$100-150M,"$4,220,515",Associate 3,,,"2900 READING RD, SUITE 410"
1823,P3,BIRCHMERE MANAGEMENT LLC,PITTSBURGH,PA,15222,(412) 498-8102,"$120,492,210",$100-150M,"$4,217,227",Associate 3,,,213 SMITHFIELD ST
1824,P3,SGI PARTNERS,PALISADES PARK,NJ,7650,(212) 335-0962,"$120,000,000",$100-150M,"$4,200,000",Associate 3,,,519 ROFF AVENUE
1825,P3,REV1 VENTURES,COLUMBUS,OH,43201,(614) 487-3700,"$119,382,846",$100-150M,"$4,178,400",Associate 3,,,1590 N. HIGH STREET
1826,P3,MARNELL MANAGEMENT LLC,FARMINGTON HILLS,MI,48334,(248) 579-4531,"$119,120,000",$100-150M,"$4,169,200",Associate 3,,,30445 NORTHWESTERN HIGHWAY
1827,P3,SORYN IP CAPITAL MANAGEMENT,MILLBURN,NJ,7041,(973) 218-2414,"$118,310,856",$100-150M,"$4,140,880",Associate 3,,,45 ESSEX ST
1828,P3,"ROSENTHAL | HENRY CAPITAL ADVISORS, INC.",MISHAWAKA,IN,46545,(574) 243-6502,"$118,162,900",$100-150M,"$4,135,702",Associate 3,,,4220 EDISON LAKES PARKWAY
1829,P3,"ISELECT FUND MANAGEMENT, LLC",ST. LOUIS,MO,63105,(800) 963-5099,"$117,425,656",$100-150M,"$4,109,898",Associate 3,,,7750 MARYLAND AVENUE
1830,P3,"LATTICE CAPITAL MANAGEMENT, LLC",DOVER,DE,19904,(916) 446-6244,"$117,206,776",$100-150M,"$4,102,237",Associate 3,,,1151 WALKER RD.
1831,P3,ITC BROADBAND MANAGER LLC,WEST POINT,GA,31833,(762) 888-0648,"$116,976,355",$100-150M,"$4,094,172",Associate 3,,,"1791 O.G. SKINNER DRIVE,"
1832,P3,"CHARTER PRIVATE CAPITAL MANAGEMENT, LLC",GRAND RAPIDS,MI,49503,(616) 235-3555,"$115,990,000",$100-150M,"$4,059,650",Associate 3,,,140 MONROE CENTER NW
1833,P3,"PIPELINE CAPITAL PARTNERS I GP, LLC",LAS VEGAS,NV,89135,(775) 737-1666,"$115,922,793",$100-150M,"$4,057,298",Associate 3,,,10785 WEST TWAIN AVE SUITE 137
1834,P3,RICHMOND GLOBAL VENTURES,LAS VEGAS,NV,89123,(650) 619-1631,"$115,659,336",$100-150M,"$4,048,077",Associate 3,,,372 E TORINO AVE
1835,P3,LATTICE CAPITAL MANAGEMENT LLC,KIRKLAND,WA,98033,(425) 828-4300,"$115,537,946",$100-150M,"$4,043,828",Associate 3,,,1014 MARKET STREET
1836,P3,"SYMMETRY PEAK MANAGEMENT, LLC",RADNOR,PA,19087,(484) 588-4116,"$115,486,437",$100-150M,"$4,042,025",Associate 3,,,555 EAST LANCASTER AVENUE
1837,P3,"SUMMIT PRIVATE INVESTMENTS, INC.",SUMMIT,NJ,07901-2571,(908) 522-1414,"$113,869,333",$100-150M,"$3,985,427",Associate 3,,,47 MAPLE ST
1838,P3,TURNCAP MANAGEMENT LLC,BEACHWOOD,OH,44122,(216) 736-7207,"$112,450,000",$100-150M,"$3,935,750",Associate 3,,,3900 PARK EAST DRIVE
1839,P3,"GENER8TOR MANAGEMENT, LLC",MADISON,WI,53703,(608) 354-6606,"$111,734,211",$100-150M,"$3,910,697",Associate 3,,,821 E WASHINGTON AVE
1840,P3,"OLD WELL PARTNERS, LLC",CHARLOTTE,NC,28203,(704) 248-0380,"$111,158,448",$100-150M,"$3,890,546",Associate 3,,,1910 SOUTH BLVD
1841,P3,"EGATEWAY CAPITAL, LLC",COVINGTON,KY,41011,(312) 608-0271,"$110,683,079",$100-150M,"$3,873,908",Associate 3,,,38 W. 8TH STREET
1842,P3,PRESERVATION FUND MANAGEMENT LLC,CLEVELAND,OH,44114,(216) 539-9370,"$109,412,500",$100-150M,"$3,829,438",Associate 3,,,"1111 SUPERIOR AVENUE EAST, SUITE 1360"
1843,P3,"HIGHLAND VIEW CAPITAL, LLC",ATLANTA,GA,30361,(706) 372-5040,"$109,134,733",$100-150M,"$3,819,716",Associate 3,,,1201 PEACHTREE STREET NE
1844,P3,"TEALL CAPITAL PARTNERS, LLC",WINSTON-SALEM,NC,27101,(336) 430-3222,"$108,800,000",$100-150M,"$3,808,000",Associate 3,,,500 W. 5TH STREET
